cluster	status	loglr	df	p	p.adjust	genes
chr16:clu_3680_-	Success	0.581849187429725	2	0.558863966238827	0.797710726580231	KARS1
chr16:clu_3681_-	Success	0.332737646129203	1	0.41463358807046	0.691908802225746	CDYL2
chr16:clu_3682_-	Success	2.7090771665371	10	0.861554091915833	0.963947870282321	CMC2,RP11-314O13.2
chr16:clu_3683_-	Success	0.150714537382328	2	0.860093188071422	0.963038704790396	RP11-303E16.8,RP11-303E16.10,GCSH,C16orf46
chr16:clu_3684_-	Success	0.00127405815032944	2	0.998726753117185	1	MBTPS1
chr16:clu_3685_-	Not enough valid samples	NA	NA	NA	NA	NA
chr16:clu_3686_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTHFSD
chr16:clu_3687_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTHFSD
chr16:clu_3688_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBXO31
chr16:clu_3689_-	Not enough valid samples	NA	NA	NA	NA	NA
chr16:clu_3690_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MVD
chr16:clu_3691_-	Success	0.863641930727624	1	0.188758145545509	0.465772248833422	ANKRD11
chr16:clu_3692_-	Success	0.375962715223579	2	0.686627933334026	0.87838363029902	ANKRD11
chr16:clu_3693_-	Success	0.0893707462662405	1	0.672457020080062	0.868695974771434	ANKRD11,GS2-740I5.1
chr16:clu_3694_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NME4
chr16:clu_3695_+	Not enough valid samples	NA	NA	NA	NA	RAB11FIP3
chr16:clu_3696_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MCRIP2
chr16:clu_3697_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RHOT2
chr16:clu_3698_+	Success	1.42967724329515	1	0.0908439475021252	0.312306584131043	STUB1
chr16:clu_3699_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ANTKMT
chr16:clu_3700_+	Success	0.445370520760832	1	0.345276571686358	0.636322786098164	UBE2I
chr16:clu_3701_+	Not enough valid samples	NA	NA	NA	NA	BAIAP3
chr16:clu_3702_+	Success	2.81738236896933	1	0.017607708144664	0.120925593021285	MAPK8IP3
chr16:clu_3703_+	Success	0.928523463438523	2	0.395136713657344	0.67976909213933	MAPK8IP3
chr16:clu_3704_+	Success	0.575865576176966	1	0.283187051857555	0.574869715270836	MAPK8IP3
chr16:clu_3705_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NUBP2
chr16:clu_3706_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC9A3R2
chr16:clu_3707_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TSC2
chr16:clu_3708_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MLST8
chr16:clu_3709_+	Success	0.70438938434836	2	0.494410376818499	0.750114398312072	MLST8
chr16:clu_3710_+	Success	0.00189495351204982	1	0.950911463320331	1	TBC1D24
chr16:clu_3711_+	Not enough valid samples	NA	NA	NA	NA	TBC1D24,RP11-20I23.1
chr16:clu_3712_+	Success	10.7095553529218	3	8.61501060199766e-05	0.00374204429353729	SRRM2
chr16:clu_3713_+	Not enough valid samples	NA	NA	NA	NA	SRRM2
chr16:clu_3714_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FLYWCH1
chr16:clu_3715_+	Not enough valid samples	NA	NA	NA	NA	IL32
chr16:clu_3716_+	Success	1.51742567713882	4	0.5520101448894	0.793425013541761	ZNF263
chr16:clu_3717_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF75A
chr16:clu_3718_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF75A
chr16:clu_3719_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF174,LA16c-306E5.2
chr16:clu_3720_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LA16c-306E5.2,NAA60
chr16:clu_3721_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LA16c-306E5.2,NAA60,LA16c-306E5.3
chr16:clu_3722_+	Success	3.81740353959322	2	0.0219848095394089	0.138562988877567	CLUAP1
chr16:clu_3723_+	Success	0.431766141052321	2	0.649361217860819	0.851837886748608	DNAJA3
chr16:clu_3724_+	Success	0.179638382655867	3	0.948520312206879	1	HMOX2
chr16:clu_3725_+	Not enough valid samples	NA	NA	NA	NA	MGRN1
chr16:clu_3726_+	Not enough valid samples	NA	NA	NA	NA	MGRN1
chr16:clu_3727_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MGRN1
chr16:clu_3728_+	Success	0.470705037619155	2	0.624561773472457	0.839086962375307	RBFOX1
chr16:clu_3729_+	Success	2.29567906014609	2	0.100692993448295	0.330294082310632	RBFOX1
chr16:clu_3730_+	Success	1.25660588455594	4	0.642271594005122	0.847915457943029	RBFOX1
chr16:clu_3731_+	Success	0.295244675264712	1	0.442229952273337	0.712879066576918	RBFOX1
chr16:clu_3732_+	Success	1.02560341851586	2	0.358580026283556	0.646932293424403	RBFOX1
chr16:clu_3733_+	Success	3.49053451058853	2	0.0304845734883798	0.167706461196236	RBFOX1
chr16:clu_3734_+	Success	2.11757848306388	1	0.0395949621677159	0.194619305570129	RBFOX1
chr16:clu_3735_+	Success	9.06639114107702	2	0.000115482547758549	0.00488394941562195	ABAT
chr16:clu_3736_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PMM2
chr16:clu_3737_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATF7IP2
chr16:clu_3738_+	Success	0.91124767472877	1	0.177016535371705	0.45124152041165	ATF7IP2
chr16:clu_3739_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CIITA
chr16:clu_3740_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CLEC16A
chr16:clu_3741_+	Success	1.45204090128232	1	0.0883555565736824	0.307610932922132	CLEC16A
chr16:clu_3742_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CLEC16A
chr16:clu_3743_+	Success	0.0106610783257111	1	0.883904745065939	0.973942445712244	SHISA9
chr16:clu_3744_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MRTFB
chr16:clu_3745_+	Success	5.82183489978388	3	0.00870902551977867	0.0775220404099119	MRTFB
chr16:clu_3746_+	Success	0.221207140660681	2	0.801550629365904	0.938601993235966	PKD1P3
chr16:clu_3747_+	Not enough valid samples	NA	NA	NA	NA	PKD1P3,NPIPA1
chr16:clu_3748_+	Success	0.847430302476255	1	0.192961471792	0.470879062649893	NPIPA1
chr16:clu_3749_+	Success	0.953183972090073	2	0.385511609078882	0.671173727641622	PDXDC1
chr16:clu_3750_+	Success	0.527375478340787	1	0.304415430580792	0.596060884149046	PDXDC1
chr16:clu_3751_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PKD1P1,AC138969.4
chr16:clu_3752_+	Not enough valid samples	NA	NA	NA	NA	PKD1P1,AC138969.4
chr16:clu_3753_+	Success	4.0627809416892	4	0.0870854885183268	0.30514995689103	AC138969.4,PKD1P1
chr16:clu_3754_+	Success	4.02596158979486	2	0.017846255123052	0.121833192763048	AC138969.4
chr16:clu_3755_+	Success	3.18774563205136	1	0.0115707008244717	0.0911585614761098	AC138969.4
chr16:clu_3756_+	Success	1.05534016622494	1	0.146274274603474	0.406699893987169	NPIPA7
chr16:clu_3757_+	Not enough valid samples	NA	NA	NA	NA	TMC7
chr16:clu_3758_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COQ7
chr16:clu_3759_+	Success	11.5311089996947	2	9.8198078824492e-06	0.000879450441236995	CCP110
chr16:clu_3760_+	Success	0.813488969725313	2	0.443308674360196	0.713464541980336	CCP110
chr16:clu_3761_+	Success	0.0521121816688037	1	0.746817945567693	0.909806218945239	VPS35L
chr16:clu_3762_+	Success	1.45310640105731	2	0.233842749301532	0.519366281271455	VPS35L
chr16:clu_3763_+	Not enough valid samples	NA	NA	NA	NA	LYRM1
chr16:clu_3764_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM159
chr16:clu_3765_+	Success	3.80575537842833	2	0.0222423893975981	0.139645516939559	METTL9
chr16:clu_3766_+	Success	0.00915512147321351	1	0.892362552072851	0.976099812756091	METTL9
chr16:clu_3767_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	VWA3A
chr16:clu_3768_+	Success	3.35820090685684	2	0.0347978071590928	0.180049826337192	SMG1P1
chr16:clu_3769_+	Success	2.71838029594039	2	0.0659815384895182	0.261776918176655	SMG1P1
chr16:clu_3770_+	Success	0.0643983775858032	1	0.719682880850794	0.895427527177046	SMG1P1
chr16:clu_3771_+	Success	3.27785068419325	3	0.0874914747265994	0.306220161543098	SMG1P1
chr16:clu_3772_+	Not enough valid samples	NA	NA	NA	NA	NPIPB5
chr16:clu_3773_+	Success	7.72013778460314	3	0.00147656148984346	0.0245485132139594	NPIPB5
chr16:clu_3774_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr16:clu_3775_+	Success	0.986115512323977	1	0.160211250293156	0.426745192039006	PRKCB
chr16:clu_3776_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RBBP6
chr16:clu_3777_+	Success	-0.00976032418157047	3	1	1	TNRC6A
chr16:clu_3778_+	Not enough valid samples	NA	NA	NA	NA	TNRC6A
chr16:clu_3779_+	Success	0.104560048252097	2	0.900720709078737	0.979453426076992	TNRC6A
chr16:clu_3780_+	Not enough valid samples	NA	NA	NA	NA	TNRC6A
chr16:clu_3781_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TNRC6A
chr16:clu_3782_+	Not enough valid samples	NA	NA	NA	NA	SLC5A11
chr16:clu_3783_+	Not enough valid samples	NA	NA	NA	NA	SLC5A11
chr16:clu_3784_+	Success	0.0783800069555696	1	0.692157182230928	0.880675433837344	LCMT1
chr16:clu_3785_+	Success	0.600725021962148	1	0.273032053748475	0.566144095106645	EIF3C
chr16:clu_3786_+	Success	2.8279779391687	1	0.0173961902625534	0.120801366817503	EIF3C
chr16:clu_3787_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATXN2L
chr16:clu_3788_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATXN2L
chr16:clu_3789_+	Success	2.31080740446077	4	0.32836965245632	0.619793303835599	SH2B1
chr16:clu_3790_+	Success	5.62195311063033	2	0.00361756869273859	0.0439719043413749	RRN3P2,RP11-426C22.3
chr16:clu_3791_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLX1B,SLX1B-SULT1A4,SULT1A4
chr16:clu_3792_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NPIPB12
chr16:clu_3793_+	Success	2.19817009053349	1	0.0360161422984641	0.18422095705855	MAZ
chr16:clu_3794_+	Not enough valid samples	NA	NA	NA	NA	MAZ,AC009133.24
chr16:clu_3795_+	Success	0.878154352365982	1	0.185085601878876	0.461199392570521	TMEM219
chr16:clu_3796_+	Success	1.33292201789664	2	0.263705581988494	0.55646811999651	CTD-2515O10.6,ALDOA
chr16:clu_3797_+	Success	0.186870448564264	1	0.540972186587468	0.784015514851121	CTD-2515O10.6,ALDOA
chr16:clu_3798_+	Success	1.4508878312754	1	0.0884820344702745	0.307610932922132	CTD-2515O10.6,ALDOA
chr16:clu_3799_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPP4C
chr16:clu_3800_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLX1A,SLX1A-SULT1A3,SULT1A3
chr16:clu_3801_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SRCAP
chr16:clu_3802_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF40
chr16:clu_3803_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	STX4
chr16:clu_3804_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	STX4
chr16:clu_3805_+	Success	1.11404135309749	1	0.135521925174347	0.389964663880594	FUS
chr16:clu_3806_+	Not enough valid samples	NA	NA	NA	NA	CLUHP3
chr16:clu_3807_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF720
chr16:clu_3808_+	Not enough valid samples	NA	NA	NA	NA	ZNF720,ZNF267
chr16:clu_3809_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HERC2P5
chr16:clu_3810_+	Success	0.80128649389971	1	0.20553896167962	0.4861096219918	GPT2
chr16:clu_3811_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHKB
chr16:clu_3812_+	Success	0.740208229670316	2	0.477014576590718	0.739378664147995	LONP2
chr16:clu_3813_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CNEP1R1
chr16:clu_3814_+	Success	1.45100326048959	1	0.0884693644414671	0.307610932922132	CYLD
chr16:clu_3815_+	Success	1.46781638159786	1	0.0866447060775238	0.304481396429383	CYLD
chr16:clu_3816_+	Success	1.30563785190338	2	0.270999622280206	0.564353604158583	CYLD
chr16:clu_3817_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CHD9
chr16:clu_3818_+	Success	3.45340300558837	2	0.0316377894060675	0.170460771408477	CHD9
chr16:clu_3819_+	Success	0.00604044978445017	2	0.993977757054737	1	CHD9
chr16:clu_3820_+	Success	0.0583633793260105	1	0.732612061535342	0.902793900192277	CHD9
chr16:clu_3821_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CHD9
chr16:clu_3822_+	Success	0.000767893426370847	1	0.968739610739978	1	RBL2
chr16:clu_3823_+	Success	0.064047969596686	1	0.72041446089876	0.895427527177046	GNAO1
chr16:clu_3824_+	Success	2.50578065992545	2	0.0816118620003608	0.295849297220746	MT1E,MT1M
chr16:clu_3825_+	Not enough valid samples	NA	NA	NA	NA	NUP93
chr16:clu_3826_+	Success	0.390046734906861	1	0.377112554922675	0.66510728626675	HERPUD1
chr16:clu_3827_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RSPRY1
chr16:clu_3828_+	Not enough valid samples	NA	NA	NA	NA	ADGRG1
chr16:clu_3829_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KATNB1
chr16:clu_3830_+	Success	2.67171504902353	2	0.069133556138762	0.269368750406309	CCDC113
chr16:clu_3831_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NDRG4
chr16:clu_3832_+	Success	4.53722202011659	5	0.106131423821088	0.34071711706401	NDRG4
chr16:clu_3833_+	Success	0.437024382826962	1	0.349836872376775	0.639024161000168	NDRG4
chr16:clu_3834_+	Success	1.57865104268694	2	0.206253137309194	0.486588992409621	NDRG4
chr16:clu_3835_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CKLF,CKLF-CMTM1
chr16:clu_3836_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CKLF,CKLF-CMTM1
chr16:clu_3837_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PDP2
chr16:clu_3838_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CBFB
chr16:clu_3839_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C16orf70
chr16:clu_3840_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RIPOR1
chr16:clu_3841_+	Not enough valid samples	NA	NA	NA	NA	CARMIL2
chr16:clu_3842_+	Success	0.567699292617476	1	0.286626733467915	0.577616415228195	NUTF2
chr16:clu_3843_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC7A6
chr16:clu_3844_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRMT7
chr16:clu_3845_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRMT7
chr16:clu_3846_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZFP90
chr16:clu_3847_+	Success	1.35500423191013	1	0.0997204624039456	0.328832114794898	ZFP90
chr16:clu_3848_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZFP90
chr16:clu_3849_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UTP4
chr16:clu_3850_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SNTB2
chr16:clu_3851_+	Not enough valid samples	NA	NA	NA	NA	NFAT5
chr16:clu_3852_+	Not enough valid samples	NA	NA	NA	NA	NFAT5
chr16:clu_3853_+	Success	0.432906741276952	1	0.352116926989644	0.641265575767623	NFAT5
chr16:clu_3854_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NFAT5
chr16:clu_3855_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	WWP2
chr16:clu_3856_+	Success	0.799668694817001	4	0.808911222487502	0.940998531756956	PDPR
chr16:clu_3857_+	Success	2.12381080273917	6	0.643205961342528	0.84871191740754	DDX19B,RP11-529K1.3,DDX19A
chr16:clu_3858_+	Success	0.286985832431128	2	0.750522361838997	0.911402030628014	DDX19B,RP11-529K1.3,DDX19A
chr16:clu_3859_+	Success	0.335087256079106	1	0.412990770778058	0.691563718901859	SF3B3
chr16:clu_3860_+	Not enough valid samples	NA	NA	NA	NA	HP
chr16:clu_3861_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZFP1
chr16:clu_3862_+	Success	2.57940900581525	2	0.0758187992541349	0.285105846939168	GABARAPL2
chr16:clu_3863_+	Success	0.149215090752023	1	0.584868233652026	0.815178425605175	TERF2IP
chr16:clu_3864_+	Not enough valid samples	NA	NA	NA	NA	CNTNAP4,RP11-58C22.1
chr16:clu_3865_+	Success	0.00205742715718316	1	0.948853074611918	1	CNTNAP4,RP11-58C22.1
chr16:clu_3866_+	Success	1.01533462070302	2	0.362281182763666	0.650631790926195	WWOX
chr16:clu_3867_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	WWOX
chr16:clu_3868_+	Success	1.15649062321586	2	0.314588254672961	0.606658525318136	GAN
chr16:clu_3869_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CMIP
chr16:clu_3870_+	Success	3.62287875063703	2	0.0267056867159771	0.156431669466098	KIAA0513
chr16:clu_3871_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GSE1
chr16:clu_3872_+	Success	0.542704755791419	2	0.581174190349744	0.813291109476749	COX4I1
chr16:clu_3873_+	Success	0.0384564176755475	1	0.781525471213936	0.929829244179923	COX4I1
chr16:clu_3874_+	Success	0.000252497498422599	1	0.982071372350317	1	COX4I1
chr16:clu_3875_+	Success	1.43317104755499	1	0.0904502339964717	0.31144685607869	COX4I1
chr16:clu_3876_+	Success	0.689108344856095	1	0.240405143616803	0.527747208998204	MAP1LC3B
chr16:clu_3877_+	Success	0.678552637845939	2	0.507350781528177	0.759252986991994	BANP
chr16:clu_3878_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BANP
chr16:clu_3879_+	Success	0.235074137167089	1	0.492918963332347	0.74878435687054	TRAPPC2L
chr16:clu_3880_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ACSF3
chr16:clu_3881_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF778
chr16:clu_3882_+	Success	2.08950978243973	1	0.040927370682101	0.197815624963488	SPG7
chr16:clu_3883_+	Success	2.14153929335191	1	0.0384935672988757	0.191368020285839	SPG7
chr16:clu_3884_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SPATA33
chr16:clu_3885_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SPATA33
chr16:clu_3886_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CDK10
chr16:clu_3887_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF276
chr16:clu_3888_+	Success	3.02883808486501	1	0.013845976334151	0.103117502519625	TCF25
chr16:clu_3889_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TCF25,RP11-566K11.7
chr16:clu_3890_+	Success	4.33319967640364	6	0.193226920278812	0.470981983551608	DEF8
chr16:clu_3891_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AFG3L1P
chr16:clu_3892_+	Success	0.291081168667006	2	0.747455005629322	0.910095277128782	GAS8
chr16:clu_3893_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM157C
chr16:clu_3894_+	Not enough valid samples	NA	NA	NA	NA	FAM157C,LINC02193
chr17:clu_3895_-	Not enough valid samples	NA	NA	NA	NA	NA
chr17:clu_3896_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_3897_-	Success	0.0873821778515094	1	0.67591182586421	0.870591747702897	VPS53
chr17:clu_3898_-	Success	0.79729217244585	2	0.45054731826916	0.718092951651186	VPS53
chr17:clu_3899_-	Success	-0.788583025969501	2	1	1	VPS53
chr17:clu_3900_-	Success	0.0176799837362296	1	0.850843365091725	0.957434607059979	ABR
chr17:clu_3901_-	Success	0.852027896372874	1	0.191758420907776	0.468811233772924	ABR
chr17:clu_3902_-	Success	1.1577565588741	3	0.509555521727916	0.760198078068135	ABR
chr17:clu_3903_-	Success	5.12732435332146	10	0.418443428591333	0.695054433338505	YWHAE
chr17:clu_3904_-	Success	3.17027636482226	1	0.0118008102835311	0.0926120291581244	CRK
chr17:clu_3905_-	Success	0.900317861418671	1	0.179635658085506	0.453557693922359	CRK
chr17:clu_3906_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC43A2
chr17:clu_3907_-	Not enough valid samples	NA	NA	NA	NA	SMG6
chr17:clu_3908_-	Success	4.55556072438083	2	0.0105086061481134	0.08624988064961	TSR1
chr17:clu_3909_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CLUH
chr17:clu_3910_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	P2RX5-TAX1BP3,P2RX5
chr17:clu_3911_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	P2RX5-TAX1BP3,P2RX5
chr17:clu_3912_-	Success	0.536653527430985	2	0.584701670121648	0.815178425605175	CAMKK1
chr17:clu_3913_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZZEF1
chr17:clu_3914_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZZEF1
chr17:clu_3915_-	Success	5.36648746341575	2	0.00467050786155858	0.051527885646543	ZZEF1
chr17:clu_3916_-	Success	2.85093751133365	1	0.0169467995268301	0.118764107155806	ANKFY1
chr17:clu_3917_-	Success	0.781592133202253	1	0.211199590871088	0.491473646174252	SPAG7
chr17:clu_3918_-	Success	1.43136751873681	3	0.413276461529174	0.691563718901859	CAMTA2
chr17:clu_3919_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DHX33
chr17:clu_3920_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NLRP1
chr17:clu_3921_-	Not enough valid samples	NA	NA	NA	NA	KIAA0753
chr17:clu_3922_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTC-281F24.5,KIAA0753
chr17:clu_3923_-	Success	0.896075661364648	2	0.408168311538127	0.689144723389852	DLG4
chr17:clu_3924_-	Success	0.744476419282364	1	0.222379003945185	0.506572364209036	DLG4
chr17:clu_3925_-	Success	7.88508901475416	3	0.00126388187452898	0.0227051345601223	DLG4
chr17:clu_3926_-	Success	0.677225212332701	1	0.244501591881827	0.533110779106837	DLG4
chr17:clu_3927_-	Success	0.138301277570292	1	0.598936718294138	0.824485672335285	GABARAP,CTD-2545G14.7
chr17:clu_3928_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NEURL4
chr17:clu_3929_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NEURL4
chr17:clu_3930_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZBTB4
chr17:clu_3931_-	Success	0.549680856832765	2	0.577133969355283	0.810222654074153	SAT2
chr17:clu_3932_-	Success	1.85155139805966	2	0.156993418003119	0.421484553688051	SAT2
chr17:clu_3933_-	Not enough valid samples	NA	NA	NA	NA	NAA38
chr17:clu_3934_-	Success	1.4996277488379	1	0.083302788698796	0.299050573882839	NAA38
chr17:clu_3935_-	Not enough valid samples	NA	NA	NA	NA	NA
chr17:clu_3936_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PER1,RP11-599B13.6
chr17:clu_3937_-	Success	0.715544954309848	1	0.2315866471737	0.516989030025286	VAMP2,RP11-599B13.6
chr17:clu_3938_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM107
chr17:clu_3939_-	Not enough valid samples	NA	NA	NA	NA	KRBA2,RP11-849F2.7
chr17:clu_3940_-	Success	0.364501556947744	3	0.866361840829728	0.966303260016537	RPL26,RP11-849F2.7
chr17:clu_3941_-	Success	0.999635250908	2	0.368013649338241	0.65532105606995	MYH10
chr17:clu_3942_-	Success	13.4525667167181	3	6.16321349903726e-06	0.000670249468020302	MYH10
chr17:clu_3943_-	Success	-0.624044123817384	4	1	1	MYH10
chr17:clu_3944_-	Success	0.90833258879411	4	0.769431985000119	0.922361327444347	STX8
chr17:clu_3945_-	Success	3.70942510883106	2	0.0244915992293034	0.148559600902846	GAS7
chr17:clu_3946_-	Success	6.32340749949753	3	0.00546611086436022	0.0569036156648782	GAS7
chr17:clu_3947_-	Success	0.152432739991241	1	0.580848157592076	0.813291109476749	SCO1
chr17:clu_3948_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF18
chr17:clu_3949_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ELAC2
chr17:clu_3950_-	Not enough valid samples	NA	NA	NA	NA	PMP22
chr17:clu_3951_-	Success	0.5689526033525	2	0.566118078458376	0.803462851971921	TVP23C-CDRT4,TVP23C
chr17:clu_3952_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-385D13.1,TRIM16
chr17:clu_3953_-	Not enough valid samples	NA	NA	NA	NA	ZSWIM7
chr17:clu_3954_-	Success	2.00256028468789	2	0.134989229570196	0.389428900086449	ZSWIM7
chr17:clu_3955_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NCOR1
chr17:clu_3956_-	Not enough valid samples	NA	NA	NA	NA	NCOR1
chr17:clu_3957_-	Not enough valid samples	NA	NA	NA	NA	NCOR1
chr17:clu_3958_-	Success	0.00443954718139139	1	0.924927291068924	0.990817267905472	NCOR1
chr17:clu_3959_-	Success	0.753130516135116	2	0.470890113839646	0.735690300996266	NCOR1
chr17:clu_3960_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NCOR1
chr17:clu_3961_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CENPV
chr17:clu_3962_-	Success	1.09275578242318	2	0.335291229701697	0.626568312463349	COPS3
chr17:clu_3963_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SREBF1
chr17:clu_3964_-	Success	0.158939793306217	2	0.853047716605735	0.958496742179293	TOM1L2
chr17:clu_3965_-	Success	1.78283284140934	2	0.168161098163074	0.440095009803662	TOM1L2
chr17:clu_3966_-	Success	2.0774941953141	2	0.125243655459505	0.374072516796658	ATPAF2
chr17:clu_3967_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FLII
chr17:clu_3968_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TOP3A
chr17:clu_3969_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM106A,USP32P2
chr17:clu_3970_-	Success	0.711896893630978	3	0.699966935843038	0.885062275404202	CCDC144B,FAM106A
chr17:clu_3971_-	Success	0.83488065918641	1	0.196290506945112	0.474073449745733	CCDC144B
chr17:clu_3972_-	Success	2.52219297299553	3	0.168575690502988	0.440801182981192	CCDC144B
chr17:clu_3973_-	Success	0.0300063465225548	1	0.806475879761089	0.940837298577402	CCDC144B
